,LLM Type,Version,Question,Strategy,Metric,Percentage
346,gemini,gemini-1.0-pro-latest,5,table.csv,USW,50.0
347,gemini,gemini-1.0-pro-latest,5,table.csv,PO,50.0
348,gemini,gemini-1.0-pro-latest,5,table.csv,MAX,50.0
349,gemini,gemini-1.0-pro-latest,5,table.csv,RMM,50.0
350,gemini,gemini-1.0-pro-latest,5,table.csv,coverage,78.7
351,gemini,gemini-1.0-pro-latest,5,table.csv,clarity,272.0
352,gemini,gemini-1.0-pro-latest,5,word_best.csv,IA,9.3
353,gemini,gemini-1.0-pro-latest,5,word_best.csv,EF,65.2
354,gemini,gemini-1.0-pro-latest,5,word_best.csv,USW,50.0
355,gemini,gemini-1.0-pro-latest,5,word_best.csv,PO,50.0
356,gemini,gemini-1.0-pro-latest,5,word_best.csv,MAX,50.0
357,gemini,gemini-1.0-pro-latest,5,word_best.csv,RMM,50.0
358,gemini,gemini-1.0-pro-latest,5,word_best.csv,coverage,78.7
359,gemini,gemini-1.0-pro-latest,5,word_best.csv,clarity,488.0
360,gemini,gemini-1.0-pro-latest,5,word_rank.csv,IA,9.3
361,gemini,gemini-1.0-pro-latest,5,word_rank.csv,EF,65.2
362,gemini,gemini-1.0-pro-latest,5,word_rank.csv,USW,50.0
363,gemini,gemini-1.0-pro-latest,5,word_rank.csv,PO,50.0
364,gemini,gemini-1.0-pro-latest,5,word_rank.csv,MAX,50.0
365,gemini,gemini-1.0-pro-latest,5,word_rank.csv,RMM,50.0
366,gemini,gemini-1.0-pro-latest,5,word_rank.csv,coverage,78.7
367,gemini,gemini-1.0-pro-latest,5,word_rank.csv,clarity,260.0
368,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,IA,9.3
369,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,EF,65.2
370,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,USW,50.0
371,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,PO,50.0
372,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,MAX,50.0
373,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,RMM,50.0
374,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,coverage,78.7
375,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric.csv,clarity,6592.0
376,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,IA,9.3
377,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,EF,65.2
378,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,USW,50.0
379,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,PO,50.0
380,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,MAX,50.0
381,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,RMM,50.0
382,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,coverage,78.7
383,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_optional.csv,clarity,1492.0
384,gemini,gemini-1.0-pro-latest,5,pipes.csv,IA,9.3
385,gemini,gemini-1.0-pro-latest,5,pipes.csv,EF,65.2
386,gemini,gemini-1.0-pro-latest,5,pipes.csv,USW,50.0
387,gemini,gemini-1.0-pro-latest,5,pipes.csv,PO,50.0
388,gemini,gemini-1.0-pro-latest,5,pipes.csv,MAX,50.0
389,gemini,gemini-1.0-pro-latest,5,pipes.csv,RMM,50.0
390,gemini,gemini-1.0-pro-latest,5,pipes.csv,coverage,78.7
391,gemini,gemini-1.0-pro-latest,5,pipes.csv,clarity,234.0
392,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,IA,9.3
393,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,EF,65.2
394,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,USW,50.0
395,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,PO,50.0
396,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,MAX,50.0
397,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,RMM,50.0
398,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,coverage,78.7
399,gemini,gemini-1.0-pro-latest,5,word_best_goods_centric_mandatory.csv,clarity,1392.0
400,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,IA,32.6
401,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,EF,46.5
402,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,USW,7.9
403,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,PO,36.0
404,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,MAX,7.9
405,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,RMM,28.1
406,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,coverage,87.0
407,gemini,gemini-1.0-pro-latest,6,word_best_person_centric.csv,clarity,3224.0
408,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,IA,32.6
409,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,EF,46.5
410,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,USW,7.9
411,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,PO,36.0
412,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,MAX,7.9
413,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,RMM,28.1
414,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,coverage,87.0
415,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_True.csv,clarity,3272.0
416,gemini,gemini-1.0-pro-latest,6,word.csv,IA,32.6
417,gemini,gemini-1.0-pro-latest,6,word.csv,EF,46.5
418,gemini,gemini-1.0-pro-latest,6,word.csv,USW,7.9
419,gemini,gemini-1.0-pro-latest,6,word.csv,PO,36.0
420,gemini,gemini-1.0-pro-latest,6,word.csv,MAX,7.9
421,gemini,gemini-1.0-pro-latest,6,word.csv,RMM,28.1
422,gemini,gemini-1.0-pro-latest,6,word.csv,coverage,87.0
423,gemini,gemini-1.0-pro-latest,6,word.csv,clarity,884.0
424,gemini,gemini-1.0-pro-latest,6,table.csv,IA,32.6
425,gemini,gemini-1.0-pro-latest,6,table.csv,EF,46.5
426,gemini,gemini-1.0-pro-latest,6,table.csv,USW,7.9
427,gemini,gemini-1.0-pro-latest,6,table.csv,PO,36.0
428,gemini,gemini-1.0-pro-latest,6,table.csv,MAX,7.9
429,gemini,gemini-1.0-pro-latest,6,table.csv,RMM,28.1
430,gemini,gemini-1.0-pro-latest,6,table.csv,coverage,87.0
431,gemini,gemini-1.0-pro-latest,6,table.csv,clarity,1458.0
432,gemini,gemini-1.0-pro-latest,6,word_best.csv,IA,32.6
433,gemini,gemini-1.0-pro-latest,6,word_best.csv,EF,46.5
434,gemini,gemini-1.0-pro-latest,6,word_best.csv,USW,7.9
435,gemini,gemini-1.0-pro-latest,6,word_best.csv,PO,36.0
436,gemini,gemini-1.0-pro-latest,6,word_best.csv,MAX,7.9
437,gemini,gemini-1.0-pro-latest,6,word_best.csv,RMM,28.1
438,gemini,gemini-1.0-pro-latest,6,word_best.csv,coverage,87.0
439,gemini,gemini-1.0-pro-latest,6,word_best.csv,clarity,956.0
440,gemini,gemini-1.0-pro-latest,6,word_rank.csv,IA,32.6
441,gemini,gemini-1.0-pro-latest,6,word_rank.csv,EF,46.5
442,gemini,gemini-1.0-pro-latest,6,word_rank.csv,USW,7.9
443,gemini,gemini-1.0-pro-latest,6,word_rank.csv,PO,36.0
444,gemini,gemini-1.0-pro-latest,6,word_rank.csv,MAX,7.9
445,gemini,gemini-1.0-pro-latest,6,word_rank.csv,RMM,28.1
446,gemini,gemini-1.0-pro-latest,6,word_rank.csv,coverage,87.0
447,gemini,gemini-1.0-pro-latest,6,word_rank.csv,clarity,1254.0
448,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,IA,32.6
449,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,EF,46.5
450,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,USW,7.9
451,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,PO,36.0
452,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,MAX,7.9
453,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,RMM,28.1
454,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,coverage,87.0
455,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric.csv,clarity,3172.0
456,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,IA,32.6
457,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,EF,46.5
458,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,USW,7.9
459,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,PO,36.0
460,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,MAX,7.9
461,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,RMM,28.1
462,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,coverage,87.0
463,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_optional.csv,clarity,2304.0
464,gemini,gemini-1.0-pro-latest,6,pipes.csv,IA,32.6
465,gemini,gemini-1.0-pro-latest,6,pipes.csv,EF,46.5
466,gemini,gemini-1.0-pro-latest,6,pipes.csv,USW,7.9
467,gemini,gemini-1.0-pro-latest,6,pipes.csv,PO,36.0
468,gemini,gemini-1.0-pro-latest,6,pipes.csv,MAX,7.9
469,gemini,gemini-1.0-pro-latest,6,pipes.csv,RMM,28.1
470,gemini,gemini-1.0-pro-latest,6,pipes.csv,coverage,87.0
471,gemini,gemini-1.0-pro-latest,6,pipes.csv,clarity,1256.0
472,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,IA,32.6
473,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,EF,46.5
474,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,USW,7.9
475,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,PO,36.0
476,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,MAX,7.9
477,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,RMM,28.1
478,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,coverage,87.0
479,gemini,gemini-1.0-pro-latest,6,word_best_goods_centric_mandatory.csv,clarity,2626.0
480,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,IA,55.0
481,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,EF,12.7
482,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,USW,0.0
483,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,PO,12.7
484,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,MAX,0.0
485,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,RMM,55.0
486,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,coverage,84.5
487,gemini,gemini-1.0-pro-latest,7,word_best_person_centric.csv,clarity,482.0
488,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,IA,55.0
489,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,EF,12.7
490,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,USW,0.0
491,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,PO,12.7
492,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,MAX,0.0
493,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,RMM,55.0
494,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,coverage,84.5
495,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_True.csv,clarity,684.0
496,gemini,gemini-1.0-pro-latest,7,word.csv,IA,55.0
497,gemini,gemini-1.0-pro-latest,7,word.csv,EF,12.7
498,gemini,gemini-1.0-pro-latest,7,word.csv,USW,0.0
499,gemini,gemini-1.0-pro-latest,7,word.csv,PO,12.7
500,gemini,gemini-1.0-pro-latest,7,word.csv,MAX,0.0
501,gemini,gemini-1.0-pro-latest,7,word.csv,RMM,55.0
502,gemini,gemini-1.0-pro-latest,7,word.csv,coverage,84.5
503,gemini,gemini-1.0-pro-latest,7,word.csv,clarity,390.0
504,gemini,gemini-1.0-pro-latest,7,table.csv,IA,55.0
505,gemini,gemini-1.0-pro-latest,7,table.csv,EF,12.7
506,gemini,gemini-1.0-pro-latest,7,table.csv,USW,0.0
507,gemini,gemini-1.0-pro-latest,7,table.csv,PO,12.7
508,gemini,gemini-1.0-pro-latest,7,table.csv,MAX,0.0
509,gemini,gemini-1.0-pro-latest,7,table.csv,RMM,55.0
510,gemini,gemini-1.0-pro-latest,7,table.csv,coverage,84.5
511,gemini,gemini-1.0-pro-latest,7,table.csv,clarity,776.0
512,gemini,gemini-1.0-pro-latest,7,word_best.csv,IA,55.0
513,gemini,gemini-1.0-pro-latest,7,word_best.csv,EF,12.7
514,gemini,gemini-1.0-pro-latest,7,word_best.csv,USW,0.0
515,gemini,gemini-1.0-pro-latest,7,word_best.csv,PO,12.7
516,gemini,gemini-1.0-pro-latest,7,word_best.csv,MAX,0.0
517,gemini,gemini-1.0-pro-latest,7,word_best.csv,RMM,55.0
518,gemini,gemini-1.0-pro-latest,7,word_best.csv,coverage,84.5
519,gemini,gemini-1.0-pro-latest,7,word_best.csv,clarity,628.0
520,gemini,gemini-1.0-pro-latest,7,word_rank.csv,IA,55.0
521,gemini,gemini-1.0-pro-latest,7,word_rank.csv,EF,12.7
522,gemini,gemini-1.0-pro-latest,7,word_rank.csv,USW,0.0
523,gemini,gemini-1.0-pro-latest,7,word_rank.csv,PO,12.7
524,gemini,gemini-1.0-pro-latest,7,word_rank.csv,MAX,0.0
525,gemini,gemini-1.0-pro-latest,7,word_rank.csv,RMM,55.0
526,gemini,gemini-1.0-pro-latest,7,word_rank.csv,coverage,84.5
527,gemini,gemini-1.0-pro-latest,7,word_rank.csv,clarity,638.0
528,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,IA,55.0
529,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,EF,12.7
530,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,USW,0.0
531,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,PO,12.7
532,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,MAX,0.0
533,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,RMM,55.0
534,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,coverage,84.5
535,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric.csv,clarity,376.0
536,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,IA,55.0
537,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,EF,12.7
538,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,USW,0.0
539,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,PO,12.7
540,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,MAX,0.0
541,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,RMM,55.0
542,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,coverage,84.5
543,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_optional.csv,clarity,360.0
544,gemini,gemini-1.0-pro-latest,7,pipes.csv,IA,55.0
545,gemini,gemini-1.0-pro-latest,7,pipes.csv,EF,12.7
546,gemini,gemini-1.0-pro-latest,7,pipes.csv,USW,0.0
547,gemini,gemini-1.0-pro-latest,7,pipes.csv,PO,12.7
548,gemini,gemini-1.0-pro-latest,7,pipes.csv,MAX,0.0
549,gemini,gemini-1.0-pro-latest,7,pipes.csv,RMM,55.0
550,gemini,gemini-1.0-pro-latest,7,pipes.csv,coverage,84.5
551,gemini,gemini-1.0-pro-latest,7,pipes.csv,clarity,380.0
552,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,IA,55.0
553,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,EF,12.7
554,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,USW,0.0
555,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,PO,12.7
556,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,MAX,0.0
557,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,RMM,55.0
558,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,coverage,84.5
559,gemini,gemini-1.0-pro-latest,7,word_best_goods_centric_mandatory.csv,clarity,390.0
560,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,IA,22.5
561,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,EF,32.2
562,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,USW,9.4
563,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,PO,41.6
564,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,MAX,0.0
565,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,RMM,32.2
566,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,coverage,88.5
567,gemini,gemini-1.0-pro-latest,8,word_best_person_centric.csv,clarity,148.0
568,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,IA,22.5
569,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,EF,32.2
570,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,USW,9.4
571,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,PO,41.6
572,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,MAX,0.0
573,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,RMM,32.2
574,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,coverage,88.5
575,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_True.csv,clarity,404.0
576,gemini,gemini-1.0-pro-latest,8,word.csv,IA,22.5
577,gemini,gemini-1.0-pro-latest,8,word.csv,EF,32.2
578,gemini,gemini-1.0-pro-latest,8,word.csv,USW,9.4
579,gemini,gemini-1.0-pro-latest,8,word.csv,PO,41.6
580,gemini,gemini-1.0-pro-latest,8,word.csv,MAX,0.0
581,gemini,gemini-1.0-pro-latest,8,word.csv,RMM,32.2
582,gemini,gemini-1.0-pro-latest,8,word.csv,coverage,88.5
583,gemini,gemini-1.0-pro-latest,8,word.csv,clarity,144.0
584,gemini,gemini-1.0-pro-latest,8,table.csv,IA,22.5
585,gemini,gemini-1.0-pro-latest,8,table.csv,EF,32.2
586,gemini,gemini-1.0-pro-latest,8,table.csv,USW,9.4
587,gemini,gemini-1.0-pro-latest,8,table.csv,PO,41.6
588,gemini,gemini-1.0-pro-latest,8,table.csv,MAX,0.0
589,gemini,gemini-1.0-pro-latest,8,table.csv,RMM,32.2
590,gemini,gemini-1.0-pro-latest,8,table.csv,coverage,88.5
591,gemini,gemini-1.0-pro-latest,8,table.csv,clarity,168.0
592,gemini,gemini-1.0-pro-latest,8,word_best.csv,IA,22.5
593,gemini,gemini-1.0-pro-latest,8,word_best.csv,EF,32.2
594,gemini,gemini-1.0-pro-latest,8,word_best.csv,USW,9.4
595,gemini,gemini-1.0-pro-latest,8,word_best.csv,PO,41.6
596,gemini,gemini-1.0-pro-latest,8,word_best.csv,MAX,0.0
597,gemini,gemini-1.0-pro-latest,8,word_best.csv,RMM,32.2
598,gemini,gemini-1.0-pro-latest,8,word_best.csv,coverage,88.5
599,gemini,gemini-1.0-pro-latest,8,word_best.csv,clarity,178.0
600,gemini,gemini-1.0-pro-latest,8,word_rank.csv,IA,22.5
601,gemini,gemini-1.0-pro-latest,8,word_rank.csv,EF,32.2
602,gemini,gemini-1.0-pro-latest,8,word_rank.csv,USW,9.4
603,gemini,gemini-1.0-pro-latest,8,word_rank.csv,PO,41.6
604,gemini,gemini-1.0-pro-latest,8,word_rank.csv,MAX,0.0
605,gemini,gemini-1.0-pro-latest,8,word_rank.csv,RMM,32.2
606,gemini,gemini-1.0-pro-latest,8,word_rank.csv,coverage,88.5
607,gemini,gemini-1.0-pro-latest,8,word_rank.csv,clarity,150.0
608,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,IA,22.5
609,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,EF,32.2
610,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,USW,9.4
611,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,PO,41.6
612,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,MAX,0.0
613,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,RMM,32.2
614,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,coverage,88.5
615,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,clarity,434.0
616,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,IA,22.5
617,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,EF,32.2
618,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,USW,9.4
619,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,PO,41.6
620,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,MAX,0.0
621,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,RMM,32.2
622,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,coverage,88.5
623,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,clarity,286.0
624,gemini,gemini-1.0-pro-latest,8,pipes.csv,IA,22.5
625,gemini,gemini-1.0-pro-latest,8,pipes.csv,EF,32.2
626,gemini,gemini-1.0-pro-latest,8,pipes.csv,USW,9.4
627,gemini,gemini-1.0-pro-latest,8,pipes.csv,PO,41.6
628,gemini,gemini-1.0-pro-latest,8,pipes.csv,MAX,0.0
629,gemini,gemini-1.0-pro-latest,8,pipes.csv,RMM,32.2
630,gemini,gemini-1.0-pro-latest,8,pipes.csv,coverage,88.5
631,gemini,gemini-1.0-pro-latest,8,pipes.csv,clarity,146.0
632,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,IA,22.5
633,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,EF,32.2
634,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,USW,9.4
635,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,PO,41.6
636,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,MAX,0.0
637,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,RMM,32.2
638,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,coverage,88.5
639,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,clarity,268.0
640,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,IA,30.0
641,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,EF,51.7
642,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,USW,0.0
643,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,PO,34.1
644,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,MAX,0.0
645,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,RMM,34.1
646,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,coverage,81.69999999999999
647,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,clarity,1204.0
648,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,IA,30.0
649,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,EF,51.7
650,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,USW,0.0
651,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,PO,34.1
652,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,MAX,0.0
653,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,RMM,34.1
654,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,coverage,81.69999999999999
655,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,clarity,840.0
656,gemini,gemini-1.0-pro-latest,9,word.csv,IA,30.0
657,gemini,gemini-1.0-pro-latest,9,word.csv,EF,51.7
658,gemini,gemini-1.0-pro-latest,9,word.csv,USW,0.0
659,gemini,gemini-1.0-pro-latest,9,word.csv,PO,34.1
660,gemini,gemini-1.0-pro-latest,9,word.csv,MAX,0.0
661,gemini,gemini-1.0-pro-latest,9,word.csv,RMM,34.1
662,gemini,gemini-1.0-pro-latest,9,word.csv,coverage,81.69999999999999
663,gemini,gemini-1.0-pro-latest,9,word.csv,clarity,552.0
664,gemini,gemini-1.0-pro-latest,9,table.csv,IA,30.0
665,gemini,gemini-1.0-pro-latest,9,table.csv,EF,51.7
666,gemini,gemini-1.0-pro-latest,9,table.csv,USW,0.0
667,gemini,gemini-1.0-pro-latest,9,table.csv,PO,34.1
668,gemini,gemini-1.0-pro-latest,9,table.csv,MAX,0.0
669,gemini,gemini-1.0-pro-latest,9,table.csv,RMM,34.1
670,gemini,gemini-1.0-pro-latest,9,table.csv,coverage,81.69999999999999
671,gemini,gemini-1.0-pro-latest,9,table.csv,clarity,592.0
672,gemini,gemini-1.0-pro-latest,9,word_best.csv,IA,30.0
673,gemini,gemini-1.0-pro-latest,9,word_best.csv,EF,51.7
674,gemini,gemini-1.0-pro-latest,9,word_best.csv,USW,0.0
675,gemini,gemini-1.0-pro-latest,9,word_best.csv,PO,34.1
676,gemini,gemini-1.0-pro-latest,9,word_best.csv,MAX,0.0
677,gemini,gemini-1.0-pro-latest,9,word_best.csv,RMM,34.1
678,gemini,gemini-1.0-pro-latest,9,word_best.csv,coverage,81.69999999999999
679,gemini,gemini-1.0-pro-latest,9,word_best.csv,clarity,556.0
680,gemini,gemini-1.0-pro-latest,9,word_rank.csv,IA,30.0
681,gemini,gemini-1.0-pro-latest,9,word_rank.csv,EF,51.7
682,gemini,gemini-1.0-pro-latest,9,word_rank.csv,USW,0.0
683,gemini,gemini-1.0-pro-latest,9,word_rank.csv,PO,34.1
684,gemini,gemini-1.0-pro-latest,9,word_rank.csv,MAX,0.0
685,gemini,gemini-1.0-pro-latest,9,word_rank.csv,RMM,34.1
686,gemini,gemini-1.0-pro-latest,9,word_rank.csv,coverage,81.69999999999999
687,gemini,gemini-1.0-pro-latest,9,word_rank.csv,clarity,470.0
688,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,IA,30.0
689,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,EF,51.7
690,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,USW,0.0
691,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,PO,34.1
692,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,MAX,0.0
693,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,RMM,34.1
694,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,coverage,81.69999999999999
