,LLM Type,Version,Question,Strategy,Metric,Percentage
310,gemini,gemini-1.0-pro-latest,8,word_best.csv,similarity,597.5238535747324
311,gemini,gemini-1.0-pro-latest,8,word_best.csv,clarity,0.79
312,gemini,gemini-1.0-pro-latest,8,word_rank.csv,similarity,638.2657279388939
313,gemini,gemini-1.0-pro-latest,8,word_rank.csv,clarity,0.56
314,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,similarity,335.19224703757544
315,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric.csv,clarity,2.18
316,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,similarity,378.8018501387604
317,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_optional.csv,clarity,1.41
318,gemini,gemini-1.0-pro-latest,8,pipes.csv,similarity,488.64071582489004
319,gemini,gemini-1.0-pro-latest,8,pipes.csv,clarity,0.58
320,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,similarity,413.52742757294095
321,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_mandatory.csv,clarity,1.3
322,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_usw.csv,similarity,437.61489802211355
323,gemini,gemini-1.0-pro-latest,8,word_best_goods_centric_usw.csv,clarity,2.17
324,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_ef.csv,similarity,345.06357244905604
325,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_ef.csv,clarity,4.34
326,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_eq.csv,similarity,459.8479020979017
327,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_eq.csv,clarity,7.58
328,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_5.csv,similarity,400.81147454695804
329,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_5.csv,clarity,3.91
330,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,similarity,397.24685690653394
331,gemini,gemini-1.0-pro-latest,9,word_best_person_centric.csv,clarity,5.91
332,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_4.csv,similarity,401.00758891645955
333,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_4.csv,clarity,4.15
334,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,similarity,356.24642266335786
335,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_True.csv,clarity,4.28
336,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_3.csv,similarity,424.28818332205395
337,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_3.csv,clarity,3.64
338,gemini,gemini-1.0-pro-latest,9,word.csv,similarity,333.9796187683281
339,gemini,gemini-1.0-pro-latest,9,word.csv,clarity,2.79
340,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_2.csv,similarity,349.3118429957137
341,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_2.csv,clarity,3.66
342,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_rmm.csv,similarity,410.58629972178323
343,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_rmm.csv,clarity,2.92
344,gemini,gemini-1.0-pro-latest,9,table.csv,similarity,432.6081528686363
345,gemini,gemini-1.0-pro-latest,9,table.csv,clarity,3.0
346,gemini,gemini-1.0-pro-latest,9,word_best.csv,similarity,360.2652868636736
347,gemini,gemini-1.0-pro-latest,9,word_best.csv,clarity,2.82
348,gemini,gemini-1.0-pro-latest,9,word_rank.csv,similarity,420.32733288217116
349,gemini,gemini-1.0-pro-latest,9,word_rank.csv,clarity,2.36
350,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,similarity,393.8478457026841
351,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,clarity,5.05
352,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,similarity,425.54469696969664
353,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,clarity,4.32
354,gemini,gemini-1.0-pro-latest,9,pipes.csv,similarity,364.2259981953527
355,gemini,gemini-1.0-pro-latest,9,pipes.csv,clarity,4.23
356,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,similarity,466.7107808857805
357,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,clarity,3.76
358,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_usw.csv,similarity,537.7410200015038
359,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_usw.csv,clarity,8.86
360,gemini,gemini-1.5-pro-latest,1,word_best_person_centric.csv,similarity,1361.175287356324
361,gemini,gemini-1.5-pro-latest,1,word_best_person_centric.csv,clarity,17.28
362,gemini,gemini-1.5-pro-latest,1,word.csv,similarity,424.482595350053
363,gemini,gemini-1.5-pro-latest,1,word.csv,clarity,13.39
364,gemini,gemini-1.5-pro-latest,1,table.csv,similarity,789.0785005224665
365,gemini,gemini-1.5-pro-latest,1,table.csv,clarity,14.84
366,gemini,gemini-1.5-pro-latest,1,word_best_mandatory.csv,similarity,951.9409613375155
367,gemini,gemini-1.5-pro-latest,1,word_best_mandatory.csv,clarity,13.24
368,gemini,gemini-1.5-pro-latest,1,word_best.csv,similarity,116.04476880877776
369,gemini,gemini-1.5-pro-latest,1,word_best.csv,clarity,22.7
370,gemini,gemini-1.5-pro-latest,1,word_rank.csv,similarity,560.8844043887163
371,gemini,gemini-1.5-pro-latest,1,word_rank.csv,clarity,16.05
372,gemini,gemini-1.5-pro-latest,1,word_best_optional.csv,similarity,274.9144135318712
373,gemini,gemini-1.5-pro-latest,1,word_best_optional.csv,clarity,17.23
374,gemini,gemini-1.5-pro-latest,1,word_best_goods_centric.csv,similarity,391.3172348484852
375,gemini,gemini-1.5-pro-latest,1,word_best_goods_centric.csv,clarity,19.96
376,gemini,gemini-1.5-pro-latest,1,word_best_goods_centric_optional.csv,similarity,281.0217803030306
377,gemini,gemini-1.5-pro-latest,1,word_best_goods_centric_optional.csv,clarity,19.92
378,gemini,gemini-1.5-pro-latest,1,pipes.csv,similarity,183.8336925287359
379,gemini,gemini-1.5-pro-latest,1,pipes.csv,clarity,19.16
380,gemini,gemini-1.5-pro-latest,1,word_best_goods_centric_mandatory.csv,similarity,156.5984848484851
381,gemini,gemini-1.5-pro-latest,1,word_best_goods_centric_mandatory.csv,clarity,21.76
382,gemini,gemini-1.5-pro-latest,10,word_best_person_centric.csv,similarity,294.03519540392585
383,gemini,gemini-1.5-pro-latest,10,word_best_person_centric.csv,clarity,2.27
384,gemini,gemini-1.5-pro-latest,10,word.csv,similarity,234.64854457407378
385,gemini,gemini-1.5-pro-latest,10,word.csv,clarity,1.27
386,gemini,gemini-1.5-pro-latest,10,table.csv,similarity,213.7786003841451
387,gemini,gemini-1.5-pro-latest,10,table.csv,clarity,1.07
388,gemini,gemini-1.5-pro-latest,10,word_best_mandatory.csv,similarity,280.8541303147654
389,gemini,gemini-1.5-pro-latest,10,word_best_mandatory.csv,clarity,2.18
390,gemini,gemini-1.5-pro-latest,10,word_best.csv,similarity,231.50520084638825
391,gemini,gemini-1.5-pro-latest,10,word_best.csv,clarity,1.76
392,gemini,gemini-1.5-pro-latest,10,word_rank.csv,similarity,272.0677025242775
393,gemini,gemini-1.5-pro-latest,10,word_rank.csv,clarity,1.76
394,gemini,gemini-1.5-pro-latest,10,word_best_optional.csv,similarity,273.76562267383537
395,gemini,gemini-1.5-pro-latest,10,word_best_optional.csv,clarity,1.84
396,gemini,gemini-1.5-pro-latest,10,word_best_goods_centric.csv,similarity,589.9373323636152
397,gemini,gemini-1.5-pro-latest,10,word_best_goods_centric.csv,clarity,5.85
398,gemini,gemini-1.5-pro-latest,10,word_best_goods_centric_optional.csv,similarity,494.26200941570414
399,gemini,gemini-1.5-pro-latest,10,word_best_goods_centric_optional.csv,clarity,4.77
400,gemini,gemini-1.5-pro-latest,10,pipes.csv,similarity,174.15482059931355
401,gemini,gemini-1.5-pro-latest,10,pipes.csv,clarity,1.29
402,gemini,gemini-1.5-pro-latest,10,word_best_goods_centric_mandatory.csv,similarity,474.7420443646109
403,gemini,gemini-1.5-pro-latest,10,word_best_goods_centric_mandatory.csv,clarity,7.6
404,gemini,gemini-1.5-pro-latest,2,word_best_person_centric.csv,similarity,329.70483460559797
405,gemini,gemini-1.5-pro-latest,2,word_best_person_centric.csv,clarity,4.02
406,gemini,gemini-1.5-pro-latest,2,word.csv,similarity,212.83997849505454
407,gemini,gemini-1.5-pro-latest,2,word.csv,clarity,4.26
408,gemini,gemini-1.5-pro-latest,2,table.csv,similarity,289.55080181964405
409,gemini,gemini-1.5-pro-latest,2,table.csv,clarity,3.2
410,gemini,gemini-1.5-pro-latest,2,word_best_mandatory.csv,similarity,171.6278645609438
411,gemini,gemini-1.5-pro-latest,2,word_best_mandatory.csv,clarity,5.27
412,gemini,gemini-1.5-pro-latest,2,word_best.csv,similarity,123.26911598848483
413,gemini,gemini-1.5-pro-latest,2,word_best.csv,clarity,4.31
414,gemini,gemini-1.5-pro-latest,2,word_rank.csv,similarity,248.0578799884047
415,gemini,gemini-1.5-pro-latest,2,word_rank.csv,clarity,3.67
416,gemini,gemini-1.5-pro-latest,2,word_best_optional.csv,similarity,149.34169154428216
417,gemini,gemini-1.5-pro-latest,2,word_best_optional.csv,clarity,5.04
418,gemini,gemini-1.5-pro-latest,2,word_best_goods_centric.csv,similarity,338.0801626895875
419,gemini,gemini-1.5-pro-latest,2,word_best_goods_centric.csv,clarity,15.84
420,gemini,gemini-1.5-pro-latest,2,word_best_goods_centric_optional.csv,similarity,237.37341163473513
421,gemini,gemini-1.5-pro-latest,2,word_best_goods_centric_optional.csv,clarity,7.23
422,gemini,gemini-1.5-pro-latest,2,pipes.csv,similarity,258.09167013486535
423,gemini,gemini-1.5-pro-latest,2,pipes.csv,clarity,2.47
424,gemini,gemini-1.5-pro-latest,2,word_best_goods_centric_mandatory.csv,similarity,243.74989261476145
425,gemini,gemini-1.5-pro-latest,2,word_best_goods_centric_mandatory.csv,clarity,9.7
426,gemini,gemini-1.5-pro-latest,3,word_best_person_centric.csv,similarity,132.52195020540347
427,gemini,gemini-1.5-pro-latest,3,word_best_person_centric.csv,clarity,5.77
428,gemini,gemini-1.5-pro-latest,3,word.csv,similarity,95.80269591418744
429,gemini,gemini-1.5-pro-latest,3,word.csv,clarity,2.99
430,gemini,gemini-1.5-pro-latest,3,table.csv,similarity,81.14385162931927
431,gemini,gemini-1.5-pro-latest,3,table.csv,clarity,3.01
432,gemini,gemini-1.5-pro-latest,3,word_best_mandatory.csv,similarity,97.00437275586428
433,gemini,gemini-1.5-pro-latest,3,word_best_mandatory.csv,clarity,4.73
434,gemini,gemini-1.5-pro-latest,3,word_best.csv,similarity,88.74805608992662
435,gemini,gemini-1.5-pro-latest,3,word_best.csv,clarity,4.78
436,gemini,gemini-1.5-pro-latest,3,word_rank.csv,similarity,113.0090067140427
437,gemini,gemini-1.5-pro-latest,3,word_rank.csv,clarity,4.61
438,gemini,gemini-1.5-pro-latest,3,word_best_optional.csv,similarity,86.595562807486
439,gemini,gemini-1.5-pro-latest,3,word_best_optional.csv,clarity,4.27
440,gemini,gemini-1.5-pro-latest,3,word_best_goods_centric.csv,similarity,36.64366545357423
441,gemini,gemini-1.5-pro-latest,3,word_best_goods_centric.csv,clarity,10.94
442,gemini,gemini-1.5-pro-latest,3,word_best_goods_centric_optional.csv,similarity,30.77426167581475
443,gemini,gemini-1.5-pro-latest,3,word_best_goods_centric_optional.csv,clarity,6.43
444,gemini,gemini-1.5-pro-latest,3,pipes.csv,similarity,77.76251106603107
445,gemini,gemini-1.5-pro-latest,3,pipes.csv,clarity,4.86
446,gemini,gemini-1.5-pro-latest,3,word_best_goods_centric_mandatory.csv,similarity,27.020738779845807
447,gemini,gemini-1.5-pro-latest,3,word_best_goods_centric_mandatory.csv,clarity,6.44
448,gemini,gemini-1.5-pro-latest,4,word_best_person_centric.csv,similarity,681.1326732673272
449,gemini,gemini-1.5-pro-latest,4,word_best_person_centric.csv,clarity,2.83
450,gemini,gemini-1.5-pro-latest,4,word.csv,similarity,373.0276727813037
451,gemini,gemini-1.5-pro-latest,4,word.csv,clarity,4.27
452,gemini,gemini-1.5-pro-latest,4,table.csv,similarity,758.9166777427097
453,gemini,gemini-1.5-pro-latest,4,table.csv,clarity,6.79
454,gemini,gemini-1.5-pro-latest,4,word_best_mandatory.csv,similarity,493.2188233870475
455,gemini,gemini-1.5-pro-latest,4,word_best_mandatory.csv,clarity,4.47
456,gemini,gemini-1.5-pro-latest,4,word_best.csv,similarity,311.82060758870944
457,gemini,gemini-1.5-pro-latest,4,word_best.csv,clarity,7.55
458,gemini,gemini-1.5-pro-latest,4,word_rank.csv,similarity,370.6763403829867
459,gemini,gemini-1.5-pro-latest,4,word_rank.csv,clarity,5.88
460,gemini,gemini-1.5-pro-latest,4,word_best_optional.csv,similarity,423.17594224058774
461,gemini,gemini-1.5-pro-latest,4,word_best_optional.csv,clarity,5.6
462,gemini,gemini-1.5-pro-latest,4,word_best_goods_centric.csv,similarity,120.96522651664094
463,gemini,gemini-1.5-pro-latest,4,word_best_goods_centric.csv,clarity,16.28
464,gemini,gemini-1.5-pro-latest,4,word_best_goods_centric_optional.csv,similarity,246.33343880370825
465,gemini,gemini-1.5-pro-latest,4,word_best_goods_centric_optional.csv,clarity,13.61
466,gemini,gemini-1.5-pro-latest,4,pipes.csv,similarity,651.3168001412447
467,gemini,gemini-1.5-pro-latest,4,pipes.csv,clarity,5.67
468,gemini,gemini-1.5-pro-latest,4,word_best_goods_centric_mandatory.csv,similarity,286.32936592797745
469,gemini,gemini-1.5-pro-latest,4,word_best_goods_centric_mandatory.csv,clarity,9.62
470,gemini,gemini-1.5-pro-latest,5,word_best_person_centric.csv,similarity,350.97201877934276
471,gemini,gemini-1.5-pro-latest,5,word_best_person_centric.csv,clarity,1.26
472,gemini,gemini-1.5-pro-latest,5,word.csv,similarity,235.41253317003475
473,gemini,gemini-1.5-pro-latest,5,word.csv,clarity,2.03
474,gemini,gemini-1.5-pro-latest,5,table.csv,similarity,351.01954566106326
475,gemini,gemini-1.5-pro-latest,5,table.csv,clarity,0.75
476,gemini,gemini-1.5-pro-latest,5,word_best_mandatory.csv,similarity,298.2984189004998
477,gemini,gemini-1.5-pro-latest,5,word_best_mandatory.csv,clarity,1.61
478,gemini,gemini-1.5-pro-latest,5,word_best.csv,similarity,213.99569589580494
479,gemini,gemini-1.5-pro-latest,5,word_best.csv,clarity,2.32
480,gemini,gemini-1.5-pro-latest,5,word_rank.csv,similarity,342.7048311373619
481,gemini,gemini-1.5-pro-latest,5,word_rank.csv,clarity,1.04
482,gemini,gemini-1.5-pro-latest,5,word_best_optional.csv,similarity,249.88508201147044
483,gemini,gemini-1.5-pro-latest,5,word_best_optional.csv,clarity,1.54
484,gemini,gemini-1.5-pro-latest,5,word_best_goods_centric.csv,similarity,46.77934272300469
485,gemini,gemini-1.5-pro-latest,5,word_best_goods_centric.csv,clarity,19.1
486,gemini,gemini-1.5-pro-latest,5,word_best_goods_centric_optional.csv,similarity,97.04723004694839
487,gemini,gemini-1.5-pro-latest,5,word_best_goods_centric_optional.csv,clarity,7.47
488,gemini,gemini-1.5-pro-latest,5,pipes.csv,similarity,306.9513730912827
489,gemini,gemini-1.5-pro-latest,5,pipes.csv,clarity,1.15
490,gemini,gemini-1.5-pro-latest,5,word_best_goods_centric_mandatory.csv,similarity,89.51521126760565
491,gemini,gemini-1.5-pro-latest,5,word_best_goods_centric_mandatory.csv,clarity,9.14
492,gemini,gemini-1.5-pro-latest,6,word_best_person_centric.csv,similarity,391.88324580687527
493,gemini,gemini-1.5-pro-latest,6,word_best_person_centric.csv,clarity,10.66
494,gemini,gemini-1.5-pro-latest,6,word.csv,similarity,233.83736921470899
495,gemini,gemini-1.5-pro-latest,6,word.csv,clarity,5.89
496,gemini,gemini-1.5-pro-latest,6,table.csv,similarity,324.2221433563626
497,gemini,gemini-1.5-pro-latest,6,table.csv,clarity,5.91
498,gemini,gemini-1.5-pro-latest,6,word_best_mandatory.csv,similarity,417.1938476167461
499,gemini,gemini-1.5-pro-latest,6,word_best_mandatory.csv,clarity,7.05
500,gemini,gemini-1.5-pro-latest,6,word_best.csv,similarity,336.3072761495629
501,gemini,gemini-1.5-pro-latest,6,word_best.csv,clarity,6.32
502,gemini,gemini-1.5-pro-latest,6,word_rank.csv,similarity,288.68521420938396
503,gemini,gemini-1.5-pro-latest,6,word_rank.csv,clarity,6.85
504,gemini,gemini-1.5-pro-latest,6,word_best_optional.csv,similarity,409.5373758512428
505,gemini,gemini-1.5-pro-latest,6,word_best_optional.csv,clarity,5.63
506,gemini,gemini-1.5-pro-latest,6,word_best_goods_centric.csv,similarity,394.22492697176244
507,gemini,gemini-1.5-pro-latest,6,word_best_goods_centric.csv,clarity,17.19
508,gemini,gemini-1.5-pro-latest,6,word_best_goods_centric_optional.csv,similarity,400.2887636929341
509,gemini,gemini-1.5-pro-latest,6,word_best_goods_centric_optional.csv,clarity,10.87
510,gemini,gemini-1.5-pro-latest,6,pipes.csv,similarity,202.9703597408121
511,gemini,gemini-1.5-pro-latest,6,pipes.csv,clarity,7.22
512,gemini,gemini-1.5-pro-latest,6,word_best_goods_centric_mandatory.csv,similarity,400.3753681280279
513,gemini,gemini-1.5-pro-latest,6,word_best_goods_centric_mandatory.csv,clarity,9.75
514,gemini,gemini-1.5-pro-latest,7,word_best_person_centric.csv,similarity,1185.8993029280432
515,gemini,gemini-1.5-pro-latest,7,word_best_person_centric.csv,clarity,3.0
516,gemini,gemini-1.5-pro-latest,7,word.csv,similarity,345.39115110611175
517,gemini,gemini-1.5-pro-latest,7,word.csv,clarity,2.48
518,gemini,gemini-1.5-pro-latest,7,table.csv,similarity,704.2257098544501
519,gemini,gemini-1.5-pro-latest,7,table.csv,clarity,3.18
520,gemini,gemini-1.5-pro-latest,7,word_best_mandatory.csv,similarity,404.80238095238093
521,gemini,gemini-1.5-pro-latest,7,word_best_mandatory.csv,clarity,5.19
522,gemini,gemini-1.5-pro-latest,7,word_best.csv,similarity,570.2335020622422
523,gemini,gemini-1.5-pro-latest,7,word_best.csv,clarity,3.52
524,gemini,gemini-1.5-pro-latest,7,word_rank.csv,similarity,674.6372294372295
525,gemini,gemini-1.5-pro-latest,7,word_rank.csv,clarity,4.17
526,gemini,gemini-1.5-pro-latest,7,word_best_optional.csv,similarity,449.82142857142856
527,gemini,gemini-1.5-pro-latest,7,word_best_optional.csv,clarity,3.93
528,gemini,gemini-1.5-pro-latest,7,word_best_goods_centric.csv,similarity,813.3168353955755
529,gemini,gemini-1.5-pro-latest,7,word_best_goods_centric.csv,clarity,2.31
530,gemini,gemini-1.5-pro-latest,7,word_best_goods_centric_optional.csv,similarity,2149.1899325084364
531,gemini,gemini-1.5-pro-latest,7,word_best_goods_centric_optional.csv,clarity,2.32
532,gemini,gemini-1.5-pro-latest,7,pipes.csv,similarity,385.89252650236904
533,gemini,gemini-1.5-pro-latest,7,pipes.csv,clarity,1.47
534,gemini,gemini-1.5-pro-latest,7,word_best_goods_centric_mandatory.csv,similarity,1168.7232658417697
535,gemini,gemini-1.5-pro-latest,7,word_best_goods_centric_mandatory.csv,clarity,2.15
536,gemini,gemini-1.5-pro-latest,8,word_best_person_centric.csv,similarity,575.549033082243
537,gemini,gemini-1.5-pro-latest,8,word_best_person_centric.csv,clarity,0.54
538,gemini,gemini-1.5-pro-latest,8,word.csv,similarity,281.10122921189594
539,gemini,gemini-1.5-pro-latest,8,word.csv,clarity,0.61
540,gemini,gemini-1.5-pro-latest,8,table.csv,similarity,546.8576597213045
541,gemini,gemini-1.5-pro-latest,8,table.csv,clarity,0.46
542,gemini,gemini-1.5-pro-latest,8,word_best_mandatory.csv,similarity,592.1099254548909
543,gemini,gemini-1.5-pro-latest,8,word_best_mandatory.csv,clarity,0.7
544,gemini,gemini-1.5-pro-latest,8,word_best.csv,similarity,477.28151848309824
545,gemini,gemini-1.5-pro-latest,8,word_best.csv,clarity,0.9
546,gemini,gemini-1.5-pro-latest,8,word_rank.csv,similarity,606.817037176633
547,gemini,gemini-1.5-pro-latest,8,word_rank.csv,clarity,1.1
548,gemini,gemini-1.5-pro-latest,8,word_best_optional.csv,similarity,591.3209662322307
549,gemini,gemini-1.5-pro-latest,8,word_best_optional.csv,clarity,0.69
550,gemini,gemini-1.5-pro-latest,8,word_best_goods_centric.csv,similarity,406.0682436897053
551,gemini,gemini-1.5-pro-latest,8,word_best_goods_centric.csv,clarity,2.34
552,gemini,gemini-1.5-pro-latest,8,word_best_goods_centric_optional.csv,similarity,388.8968855997533
553,gemini,gemini-1.5-pro-latest,8,word_best_goods_centric_optional.csv,clarity,1.7
554,gemini,gemini-1.5-pro-latest,8,pipes.csv,similarity,383.894806587342
555,gemini,gemini-1.5-pro-latest,8,pipes.csv,clarity,0.4
556,gemini,gemini-1.5-pro-latest,8,word_best_goods_centric_mandatory.csv,similarity,401.5155743992718
557,gemini,gemini-1.5-pro-latest,8,word_best_goods_centric_mandatory.csv,clarity,1.6
558,gemini,gemini-1.5-pro-latest,9,word_best_person_centric.csv,similarity,480.3934506353857
559,gemini,gemini-1.5-pro-latest,9,word_best_person_centric.csv,clarity,6.11
560,gemini,gemini-1.5-pro-latest,9,word.csv,similarity,364.4812523498004
561,gemini,gemini-1.5-pro-latest,9,word.csv,clarity,2.59
562,gemini,gemini-1.5-pro-latest,9,table.csv,similarity,388.4076114745466
563,gemini,gemini-1.5-pro-latest,9,table.csv,clarity,2.8
564,gemini,gemini-1.5-pro-latest,9,word_best_mandatory.csv,similarity,447.0087450184221
565,gemini,gemini-1.5-pro-latest,9,word_best_mandatory.csv,clarity,2.66
566,gemini,gemini-1.5-pro-latest,9,word_best.csv,similarity,367.9005338747271
567,gemini,gemini-1.5-pro-latest,9,word_best.csv,clarity,2.51
568,gemini,gemini-1.5-pro-latest,9,word_rank.csv,similarity,493.3818802165572
569,gemini,gemini-1.5-pro-latest,9,word_rank.csv,clarity,1.97
570,gemini,gemini-1.5-pro-latest,9,word_best_optional.csv,similarity,335.6615478607411
571,gemini,gemini-1.5-pro-latest,9,word_best_optional.csv,clarity,3.04
572,gemini,gemini-1.5-pro-latest,9,word_best_goods_centric.csv,similarity,396.24405030453386
573,gemini,gemini-1.5-pro-latest,9,word_best_goods_centric.csv,clarity,4.85
574,gemini,gemini-1.5-pro-latest,9,word_best_goods_centric_optional.csv,similarity,376.4354312354309
575,gemini,gemini-1.5-pro-latest,9,word_best_goods_centric_optional.csv,clarity,3.95
576,gemini,gemini-1.5-pro-latest,9,pipes.csv,similarity,375.2854500338367
577,gemini,gemini-1.5-pro-latest,9,pipes.csv,clarity,4.57
578,gemini,gemini-1.5-pro-latest,9,word_best_goods_centric_mandatory.csv,similarity,422.00675426723774
579,gemini,gemini-1.5-pro-latest,9,word_best_goods_centric_mandatory.csv,clarity,2.99
580,gemini,gemini-1.0-pro,1,word.csv,similarity,358.5289968652048
581,gemini,gemini-1.0-pro,1,word.csv,clarity,13.18
582,gemini,gemini-1.0-pro,1,table.csv,similarity,593.4324386102406
583,gemini,gemini-1.0-pro,1,table.csv,clarity,17.86
584,gemini,gemini-1.0-pro,1,pipes.csv,similarity,337.85485240334447
585,gemini,gemini-1.0-pro,1,pipes.csv,clarity,15.39
586,gemini,gemini-1.0-pro,10,word.csv,similarity,205.33190478863474
587,gemini,gemini-1.0-pro,10,word.csv,clarity,1.05
588,gemini,gemini-1.0-pro,10,table.csv,similarity,240.24099809959358
589,gemini,gemini-1.0-pro,10,table.csv,clarity,1.16
590,gemini,gemini-1.0-pro,10,pipes.csv,similarity,184.92558320064245
591,gemini,gemini-1.0-pro,10,pipes.csv,clarity,1.03
592,gemini,gemini-1.0-pro,2,word.csv,similarity,152.85544966242446
593,gemini,gemini-1.0-pro,2,word.csv,clarity,4.27
594,gemini,gemini-1.0-pro,2,table.csv,similarity,342.83233941225507
595,gemini,gemini-1.0-pro,2,table.csv,clarity,2.85
596,gemini,gemini-1.0-pro,2,pipes.csv,similarity,262.90933557935654
597,gemini,gemini-1.0-pro,2,pipes.csv,clarity,2.28
598,gemini,gemini-1.0-pro,3,word.csv,similarity,75.95625450472298
599,gemini,gemini-1.0-pro,3,word.csv,clarity,3.83
600,gemini,gemini-1.0-pro,3,table.csv,similarity,57.05733527961817
601,gemini,gemini-1.0-pro,3,table.csv,clarity,3.46
602,gemini,gemini-1.0-pro,3,pipes.csv,similarity,69.11831413023731
603,gemini,gemini-1.0-pro,3,pipes.csv,clarity,3.54
604,gemini,gemini-1.0-pro,4,word.csv,similarity,324.2059649944159
605,gemini,gemini-1.0-pro,4,word.csv,clarity,4.99
606,gemini,gemini-1.0-pro,4,table.csv,similarity,757.4850808683358
607,gemini,gemini-1.0-pro,4,table.csv,clarity,6.71
608,gemini,gemini-1.0-pro,4,pipes.csv,similarity,738.8806715454158
609,gemini,gemini-1.0-pro,4,pipes.csv,clarity,6.06
610,gemini,gemini-1.0-pro,5,word.csv,similarity,250.3349744845887
611,gemini,gemini-1.0-pro,5,word.csv,clarity,1.73
612,gemini,gemini-1.0-pro,5,table.csv,similarity,341.92461608359844
613,gemini,gemini-1.0-pro,5,table.csv,clarity,1.5
614,gemini,gemini-1.0-pro,5,pipes.csv,similarity,281.9489271674931
615,gemini,gemini-1.0-pro,5,pipes.csv,clarity,1.24
616,gemini,gemini-1.0-pro,6,word.csv,similarity,278.0885755045461
617,gemini,gemini-1.0-pro,6,word.csv,clarity,4.74
618,gemini,gemini-1.0-pro,6,table.csv,similarity,306.60889542615513
619,gemini,gemini-1.0-pro,6,table.csv,clarity,6.98
620,gemini,gemini-1.0-pro,6,pipes.csv,similarity,264.45452750214275
621,gemini,gemini-1.0-pro,6,pipes.csv,clarity,6.24
622,gemini,gemini-1.0-pro,7,word.csv,similarity,829.6190476190476
623,gemini,gemini-1.0-pro,7,word.csv,clarity,2.53
624,gemini,gemini-1.0-pro,7,table.csv,similarity,674.697787776528
625,gemini,gemini-1.0-pro,7,table.csv,clarity,4.03
626,gemini,gemini-1.0-pro,7,pipes.csv,similarity,719.536150594812
627,gemini,gemini-1.0-pro,7,pipes.csv,clarity,1.2
628,gemini,gemini-1.0-pro,8,word.csv,similarity,367.878145798476
629,gemini,gemini-1.0-pro,8,word.csv,clarity,0.54
630,gemini,gemini-1.0-pro,8,table.csv,similarity,468.1892950870536
631,gemini,gemini-1.0-pro,8,table.csv,clarity,0.91
632,gemini,gemini-1.0-pro,8,pipes.csv,similarity,531.9707936994495
633,gemini,gemini-1.0-pro,8,pipes.csv,clarity,0.84
634,gemini,gemini-1.0-pro,9,word.csv,similarity,316.04503534100274
635,gemini,gemini-1.0-pro,9,word.csv,clarity,2.97
636,gemini,gemini-1.0-pro,9,table.csv,similarity,468.7508684863519
637,gemini,gemini-1.0-pro,9,table.csv,clarity,3.96
638,gemini,gemini-1.0-pro,9,pipes.csv,similarity,345.2465918490108
639,gemini,gemini-1.0-pro,9,pipes.csv,clarity,3.84
640,chatgpt,gpt-4-1106-preview,1,word.csv,similarity,38.459770114942586
641,chatgpt,gpt-4-1106-preview,1,word.csv,clarity,30.53
642,chatgpt,gpt-4-1106-preview,1,word_best.csv,similarity,3582.5217803030437
643,chatgpt,gpt-4-1106-preview,1,word_best.csv,clarity,1.73
644,chatgpt,gpt-4-1106-preview,10,word.csv,similarity,207.18135968819328
645,chatgpt,gpt-4-1106-preview,10,word.csv,clarity,2.21
646,chatgpt,gpt-4-1106-preview,2,word.csv,similarity,127.93166743977275
647,chatgpt,gpt-4-1106-preview,2,word.csv,clarity,4.79
648,chatgpt,gpt-4-1106-preview,3,word.csv,similarity,99.42187318775322
